track_id,raw_path,genre,title,artist,album,split,subset,processed_path,sample_rate,duration_seconds,status,error_message
5264,data/raw/fma_small/005/005264.mp3,Hip-Hop,Classical Homicide,Dälek,Live at WFMU on Mike's Show on 7/11/2002,training,small,data/processed/5264.wav,22050,30.0,success,
10250,data/raw/fma_small/010/010250.mp3,Instrumental,Tree Symphony,JayDee,Free Matter for the Blind Volume 6: Mysterious Worldz (Light Side),test,small,data/processed/10250.wav,22050,30.0,success,
11638,data/raw/fma_small/011/011638.mp3,Instrumental,Romantic Neck Tattoo,Embarker,Dis-adelphia,training,small,data/processed/11638.wav,22050,30.0,success,
14568,data/raw/fma_small/014/014568.mp3,Instrumental,Monkey Dance,Ergo Phizmiz,"Music from ""The House of Dr Faustus""",training,small,data/processed/14568.wav,22050,30.0,success,
14569,data/raw/fma_small/014/014569.mp3,Instrumental,Gretchen's Tango,Ergo Phizmiz,"Music from ""The House of Dr Faustus""",training,small,data/processed/14569.wav,22050,30.0,success,
14570,data/raw/fma_small/014/014570.mp3,Instrumental,So Wunsch Ich Dir,Ergo Phizmiz,"Music from ""The House of Dr Faustus""",training,small,data/processed/14570.wav,22050,30.0,success,
14571,data/raw/fma_small/014/014571.mp3,Instrumental,Through the Doors of the Circus,Ergo Phizmiz,"Music from ""The House of Dr Faustus""",training,small,data/processed/14571.wav,22050,30.0,success,
14572,data/raw/fma_small/014/014572.mp3,Instrumental,David Niven Death Dance,Ergo Phizmiz,"Music from ""The House of Dr Faustus""",training,small,data/processed/14572.wav,22050,30.0,success,
14576,data/raw/fma_small/014/014576.mp3,Instrumental,Funeral March For A Marionette,Ergo Phizmiz,"Music from ""The House of Dr Faustus""",training,small,data/processed/14576.wav,22050,30.0,success,
14577,data/raw/fma_small/014/014577.mp3,Instrumental,Garden Theme,Ergo Phizmiz,"Music from ""The House of Dr Faustus""",training,small,data/processed/14577.wav,22050,30.0,success,
14578,data/raw/fma_small/014/014578.mp3,Instrumental,Vespers,Ergo Phizmiz,"Music from ""The House of Dr Faustus""",training,small,data/processed/14578.wav,22050,30.0,success,
666,data/raw/fma_small/000/000666.mp3,International,Heat,Explode Into Colors,summer 2008 demos,training,small,data/processed/666.wav,22050,30.0,success,
667,data/raw/fma_small/000/000667.mp3,International,Sharpen The Knife,Explode Into Colors,summer 2008 demos,training,small,data/processed/667.wav,22050,30.0,success,
704,data/raw/fma_small/000/000704.mp3,International,Mano De Dios,Fósforo,Macondo,test,small,data/processed/704.wav,22050,30.0,success,
705,data/raw/fma_small/000/000705.mp3,International,Tio Cocodrilo,Fósforo,Macondo,test,small,data/processed/705.wav,22050,30.0,success,
706,data/raw/fma_small/000/000706.mp3,International,Esto Es Califas,Fósforo,Macondo,test,small,data/processed/706.wav,22050,30.0,success,
707,data/raw/fma_small/000/000707.mp3,International,Cochabamba,Fósforo,Macondo,test,small,data/processed/707.wav,22050,30.0,success,
708,data/raw/fma_small/000/000708.mp3,International,Desconocido,Fósforo,Macondo,test,small,data/processed/708.wav,22050,30.0,success,
709,data/raw/fma_small/000/000709.mp3,International,Cumbia De Obama,Fósforo,Macondo,test,small,data/processed/709.wav,22050,30.0,success,
853,data/raw/fma_small/000/000853.mp3,International,Welsinsni Melodyi,Hutzl Ukranian Ensemble,Black Mirror: Reflections In Global Musics (1915-1955),training,small,data/processed/853.wav,22050,30.0,success,
1082,data/raw/fma_small/001/001082.mp3,International,Nam Nhi-tu,M. Nguyen Van Minh-Con,Black Mirror: Reflections In Global Musics (1915-1955),training,small,data/processed/1082.wav,22050,30.0,success,
10,data/raw/fma_small/000/000010.mp3,Pop,Freeway,Kurt Vile,Constant Hitmaker,training,small,data/processed/10.wav,22050,30.0,success,
213,data/raw/fma_small/000/000213.mp3,Pop,Boute,Au,Au,training,small,data/processed/213.wav,22050,30.0,success,
821,data/raw/fma_small/000/000821.mp3,Pop,Sir,Hecuba,"Sir 12"" EP",training,small,data/processed/821.wav,22050,30.0,success,
822,data/raw/fma_small/000/000822.mp3,Pop,Tom & Jerry,Hecuba,"Sir 12"" EP",training,small,data/processed/822.wav,22050,30.0,success,
1642,data/raw/fma_small/001/001642.mp3,Pop,Hrz,So Cow,Wackity Schmackity Doo,training,small,data/processed/1642.wav,22050,30.0,success,
1644,data/raw/fma_small/001/001644.mp3,Pop,Outskirts,So Cow,Wackity Schmackity Doo,training,small,data/processed/1644.wav,22050,30.0,success,
1649,data/raw/fma_small/001/001649.mp3,Pop,Inis Meain,So Cow,Wackity Schmackity Doo,training,small,data/processed/1649.wav,22050,30.0,success,
1661,data/raw/fma_small/001/001661.mp3,Pop,Only Fools and Horses Theme,So Cow,Wackity Schmackity Doo,training,small,data/processed/1661.wav,22050,30.0,success,
1663,data/raw/fma_small/001/001663.mp3,Pop,So High,Softboiled Eggies,Egg Soldiers,training,small,data/processed/1663.wav,22050,30.0,success,
1666,data/raw/fma_small/001/001666.mp3,Pop,She Fell Through the Trees,Softboiled Eggies,Egg Soldiers,training,small,data/processed/1666.wav,22050,30.0,success,
182,data/raw/fma_small/000/000182.mp3,Rock,Jules Lost His Jewels,Ariel Pink's Haunted Graffiti,Worn Copy,test,small,data/processed/182.wav,22050,30.0,success,
255,data/raw/fma_small/000/000255.mp3,Rock,We Want to be Old,Bird Names,On Opaque Things,training,small,data/processed/255.wav,22050,30.0,success,
256,data/raw/fma_small/000/000256.mp3,Rock,Toggle,Black Elk,Black Elk,training,small,data/processed/256.wav,22050,30.0,success,
368,data/raw/fma_small/000/000368.mp3,Rock,Vampires,Blah Blah Blah,30th Anniversary Blah Blah Blah,training,small,data/processed/368.wav,22050,30.0,success,
459,data/raw/fma_small/000/000459.mp3,Rock,Machines and Muscles,CAVE,Butthash,validation,small,data/processed/459.wav,22050,30.0,success,
574,data/raw/fma_small/000/000574.mp3,Rock,Caliente Queen,Clockcleaner,Babylon Rules,training,small,data/processed/574.wav,22050,30.0,success,
690,data/raw/fma_small/000/000690.mp3,Rock,Cataclysm,Flying Luttenbachers,Cataclysm,validation,small,data/processed/690.wav,22050,30.0,success,
777,data/raw/fma_small/000/000777.mp3,Rock,Relaxing,Glove Compartment,Quickies,training,small,data/processed/777.wav,22050,30.0,success,
825,data/raw/fma_small/000/000825.mp3,Rock,Death March,Here Comes A Big Black Cloud!!,Pompeii,training,small,data/processed/825.wav,22050,30.0,success,
993,data/raw/fma_small/000/000993.mp3,Rock,Or So I've Been Told,Jad Fair and Jason Willett,The Sounds of Megaphone Unlimited,validation,small,data/processed/993.wav,22050,30.0,success,
